loan_type,loan_amount_lakh,borrower_income_lakh,credit_score,tenure_months,default
Services_NonPriority,1.31,11.97,771,60,0
Services_NonPriority,0.68,5.6,765,36,0
Agriculture,1.44,9.06,690,60,0
Agriculture,1.41,7.44,798,36,0
Personal_NonPriority,3.05,4.95,632,60,0
Services_Priority,1.96,10.7,843,36,0
Agriculture,4.28,6.16,647,60,0
Industry_Priority,3.34,2.9,697,120,0
Agriculture,1.24,-0.65,665,36,0
Personal_Priority,0.55,5.37,677,24,0
Personal_NonPriority,3.74,12.13,850,60,0
Personal_Priority,3.68,11.77,672,240,0
Industry_NonPriority,0.72,5.84,751,60,0
Services_NonPriority,4.03,6.88,685,36,0
Industry_NonPriority,2.05,6.61,756,240,0
Personal_NonPriority,1.79,4.0,667,36,0
Personal_NonPriority,4.29,5.15,715,240,0
Agriculture,3.65,10.94,737,24,0
Services_NonPriority,2.41,9.51,656,240,0
Industry_NonPriority,2.16,8.82,850,12,0
Personal_NonPriority,2.36,3.99,740,60,0
Industry_NonPriority,1.28,8.3,686,60,0
Personal_NonPriority,1.57,1.09,658,60,0
Services_NonPriority,0.95,10.53,705,120,0
Services_Priority,1.33,8.78,627,36,0
Industry_NonPriority,1.31,3.96,806,12,0
Personal_NonPriority,1.11,12.85,725,36,0
Personal_NonPriority,1.77,2.61,694,60,0
Agriculture,1.34,9.59,762,60,0
Services_NonPriority,2.2,9.67,656,24,0
Personal_Priority,0.61,4.28,630,36,0
Agriculture,1.52,7.89,692,36,0
Industry_NonPriority,1.76,3.09,707,60,0
Services_Priority,1.35,-0.54,731,120,0
Personal_NonPriority,1.47,4.8,611,12,0
Personal_Priority,0.63,6.15,672,240,0
Personal_NonPriority,2.02,9.93,514,240,1
Agriculture,2.4,8.2,629,12,0
Services_Priority,2.19,8.28,742,60,0
Services_Priority,3.04,4.96,757,60,0
Services_Priority,1.84,6.41,631,60,0
Agriculture,2.17,5.21,680,60,0
Industry_Priority,1.79,4.33,701,60,0
Industry_NonPriority,2.46,6.22,764,36,0
Services_Priority,0.63,8.22,791,12,0
Industry_NonPriority,0.95,6.28,709,24,0
Personal_Priority,4.22,7.03,684,60,0
Personal_NonPriority,0.37,10.08,613,24,0
Personal_NonPriority,1.5,6.5,706,120,0
Industry_NonPriority,3.29,4.0,824,36,0
Personal_Priority,1.54,9.69,777,36,0
Agriculture,1.28,8.8,710,120,0
Personal_NonPriority,1.76,8.99,718,24,0
Agriculture,1.32,9.88,658,24,0
Services_Priority,1.66,9.37,678,240,0
Services_Priority,1.08,8.09,708,60,1
Personal_Priority,3.17,15.17,709,24,0
Industry_Priority,3.82,4.15,760,24,0
Services_NonPriority,1.5,6.24,757,120,0
Agriculture,0.71,10.9,731,60,0
Services_NonPriority,1.19,8.43,640,24,0
Agriculture,1.46,10.27,642,120,0
Agriculture,2.2,8.51,646,36,0
Personal_NonPriority,0.89,12.12,714,240,0
Industry_Priority,1.03,4.98,578,36,0
Personal_NonPriority,2.21,12.03,699,60,0
Industry_NonPriority,2.86,11.51,784,24,0
Agriculture,1.12,4.37,740,36,0
Personal_NonPriority,0.73,9.89,678,24,0
Services_Priority,11.68,7.87,658,36,0
Personal_NonPriority,2.6,6.18,748,36,0
Industry_Priority,1.39,2.33,718,36,0
Personal_NonPriority,2.74,4.97,685,240,0
Agriculture,1.51,10.12,664,12,0
Industry_NonPriority,2.74,10.44,704,36,0
Services_NonPriority,1.79,7.37,681,60,0
Personal_NonPriority,1.72,10.45,747,60,0
Personal_NonPriority,1.52,10.84,774,120,0
Personal_NonPriority,0.68,8.46,617,120,0
Personal_NonPriority,5.21,5.83,626,240,0
Industry_Priority,0.93,9.32,780,120,0
Services_Priority,0.72,9.46,709,120,0
Services_Priority,1.43,10.02,632,60,0
Personal_Priority,0.91,10.6,758,60,0
Personal_Priority,1.58,3.91,720,36,0
Industry_NonPriority,2.46,6.47,832,36,0
Industry_Priority,2.96,2.3,685,36,0
Services_NonPriority,2.65,10.24,766,36,0
Industry_Priority,1.35,7.36,613,36,0
Services_Priority,1.68,9.29,783,60,0
Industry_NonPriority,2.08,3.57,756,24,0
Services_NonPriority,0.57,12.2,796,60,0
Services_NonPriority,2.29,4.42,766,240,0
Services_NonPriority,0.68,10.32,694,36,0
Industry_Priority,5.54,8.35,629,24,0
Industry_NonPriority,1.28,7.43,663,36,0
Agriculture,1.46,7.19,594,120,0
Personal_Priority,1.03,6.09,644,240,0
Industry_NonPriority,1.12,11.89,725,120,0
Agriculture,6.37,8.04,697,36,0
Services_Priority,2.86,4.19,686,36,0
Personal_NonPriority,0.64,6.85,652,240,0
Personal_NonPriority,4.01,8.39,593,36,0
Personal_Priority,3.33,10.69,710,24,0
Agriculture,1.37,6.19,722,36,0
Industry_Priority,1.96,6.39,640,240,0
Personal_Priority,1.61,8.07,667,36,0
Personal_NonPriority,5.32,10.62,792,240,0
Agriculture,1.01,3.89,769,24,0
Services_NonPriority,1.78,9.52,610,120,0
Agriculture,1.26,6.61,694,12,0
Personal_NonPriority,0.69,7.03,787,24,0
Personal_Priority,6.06,14.0,687,60,0
Services_NonPriority,0.8,7.41,683,36,0
Personal_Priority,1.86,10.26,765,60,0
Services_NonPriority,0.57,10.16,759,240,0
Industry_Priority,1.28,4.46,756,12,0
Agriculture,2.1,2.46,684,24,0
Personal_NonPriority,0.99,10.46,739,60,0
Personal_NonPriority,2.31,4.75,789,120,0
Personal_NonPriority,1.38,3.01,697,120,0
Services_NonPriority,3.26,11.08,675,36,0
Personal_NonPriority,3.68,4.94,773,60,0
Agriculture,1.14,5.68,822,24,0
Personal_Priority,1.7,13.92,826,12,0
Services_Priority,1.82,3.02,677,60,0
Services_NonPriority,2.36,4.23,683,120,0
Personal_Priority,1.64,6.62,638,36,0
Agriculture,1.82,7.28,707,60,0
Industry_NonPriority,1.41,5.32,635,36,0
Personal_NonPriority,1.74,4.52,668,60,0
Personal_Priority,3.55,12.53,742,120,0
Agriculture,2.4,8.79,723,36,0
Industry_Priority,2.48,9.76,591,12,1
Services_Priority,2.51,7.59,794,120,0
Services_Priority,1.48,8.87,634,60,0
Services_NonPriority,1.97,10.8,642,60,0
Services_NonPriority,0.85,5.01,625,240,0
Services_NonPriority,3.48,8.79,660,36,0
Personal_Priority,0.31,10.09,646,60,0
Personal_NonPriority,1.54,12.63,647,60,0
Industry_Priority,3.23,13.84,552,36,0
Industry_NonPriority,0.72,8.21,707,120,0
Personal_NonPriority,2.07,11.42,713,60,0
Industry_Priority,1.08,-0.01,834,60,0
Agriculture,1.3,12.66,729,120,0
Personal_NonPriority,2.87,5.82,670,36,0
Personal_Priority,1.83,7.28,627,60,0
Services_NonPriority,0.48,9.32,694,120,0
Agriculture,0.91,7.54,726,120,0
Services_NonPriority,2.92,8.59,669,36,0
Services_Priority,2.13,12.76,703,60,0
Agriculture,4.65,6.85,813,12,1
Services_NonPriority,4.47,4.74,676,120,0
Services_Priority,1.33,13.44,586,60,0
Personal_Priority,7.31,9.58,752,60,0
Agriculture,1.65,13.77,718,24,0
Agriculture,0.91,10.59,597,60,0
Services_Priority,1.11,4.03,725,12,0
Agriculture,0.42,9.94,640,240,0
Personal_NonPriority,4.27,5.05,726,120,0
Agriculture,4.24,8.02,814,24,0
Industry_NonPriority,0.88,7.77,689,60,0
Agriculture,1.42,3.15,764,60,0
Services_Priority,1.72,5.56,626,120,0
Personal_NonPriority,0.91,14.62,608,120,0
Industry_Priority,0.57,8.72,821,240,0
Personal_NonPriority,1.43,7.47,718,36,0
Industry_Priority,1.34,13.44,738,24,0
Services_NonPriority,1.29,6.81,769,60,0
Industry_NonPriority,1.86,7.73,668,120,0
Personal_NonPriority,3.84,10.97,749,36,0
Industry_NonPriority,1.36,6.8,740,24,0
Industry_NonPriority,1.8,5.76,622,120,0
Industry_Priority,2.52,1.24,790,120,0
Industry_Priority,2.27,5.19,778,24,0
Personal_NonPriority,1.13,5.16,622,120,0
Personal_Priority,1.72,8.48,712,24,0
Personal_Priority,2.26,6.17,686,24,0
Services_NonPriority,0.83,14.47,785,36,0
Personal_Priority,3.47,4.83,615,120,0
Personal_NonPriority,3.84,12.2,850,60,0
Services_NonPriority,1.05,8.66,689,36,0
Industry_NonPriority,1.83,10.42,744,24,0
Personal_NonPriority,2.39,10.24,783,60,0
Agriculture,1.17,1.35,688,60,0
Services_Priority,2.17,7.97,693,240,0
Industry_NonPriority,1.8,7.21,669,120,0
Services_Priority,0.67,4.6,646,24,0
Services_NonPriority,2.14,9.38,716,60,0
Personal_NonPriority,0.84,13.15,691,36,0
Industry_NonPriority,2.86,-0.02,669,240,0
Personal_Priority,1.09,6.4,672,12,0
Personal_NonPriority,1.48,4.26,734,24,0
Industry_NonPriority,3.71,8.22,652,36,0
Industry_NonPriority,2.19,7.02,685,12,0
Personal_Priority,0.85,6.18,753,36,0
Personal_NonPriority,0.89,10.07,714,36,0
Industry_NonPriority,1.14,12.91,637,36,0
Services_NonPriority,2.06,15.98,698,36,0
Personal_NonPriority,2.02,5.78,726,120,0
Personal_Priority,0.98,2.54,759,60,0
Industry_NonPriority,0.81,9.68,654,240,0
Personal_NonPriority,1.93,12.83,666,24,0
Personal_Priority,1.46,10.44,658,36,0
Services_NonPriority,5.94,12.82,661,60,0
Personal_NonPriority,1.66,7.32,724,36,0
Services_NonPriority,4.83,6.17,735,36,0
Services_NonPriority,0.81,8.35,763,240,0
Personal_NonPriority,0.63,7.01,694,60,0
Personal_NonPriority,0.83,9.99,615,36,0
Personal_Priority,3.32,10.91,740,120,0
Agriculture,4.67,11.14,709,12,0
Industry_NonPriority,1.02,9.53,703,60,0
Services_NonPriority,1.23,8.74,622,12,0
Industry_NonPriority,0.81,10.38,688,24,0
Services_NonPriority,0.55,2.11,628,12,0
Personal_Priority,2.5,8.63,728,240,0
Services_NonPriority,1.86,8.16,674,12,0
Industry_Priority,1.64,8.64,668,60,0
Services_NonPriority,0.7,7.74,607,24,0
Industry_NonPriority,4.35,9.3,761,36,0
Industry_Priority,1.2,6.28,684,36,1
Services_Priority,2.24,11.39,705,36,0
Services_NonPriority,0.68,9.42,655,60,0
Industry_NonPriority,1.45,8.45,600,240,0
Industry_Priority,1.94,5.91,668,36,0
Personal_NonPriority,1.98,10.45,677,12,0
Services_NonPriority,1.79,8.62,717,120,0
Personal_NonPriority,2.19,5.73,678,240,0
Industry_NonPriority,0.83,7.83,656,36,0
Industry_NonPriority,1.83,9.89,609,36,0
Personal_NonPriority,1.74,9.65,702,24,0
Industry_NonPriority,1.87,9.46,652,36,0
Services_NonPriority,1.7,8.28,779,36,0
Services_Priority,0.76,11.08,709,240,0
Industry_NonPriority,0.74,11.71,733,24,0
Agriculture,0.43,10.21,685,36,0
Industry_Priority,2.66,6.24,712,60,0
Agriculture,2.67,4.83,646,36,1
Agriculture,2.7,6.37,629,36,0
Personal_NonPriority,1.96,13.86,700,240,0
Services_Priority,0.45,8.85,734,60,0
Services_NonPriority,0.88,14.38,583,240,0
Personal_NonPriority,1.8,7.64,670,12,0
Industry_NonPriority,1.77,7.22,810,24,0
Industry_Priority,1.42,7.78,728,240,0
Services_NonPriority,2.03,7.72,792,24,0
Services_NonPriority,1.64,5.68,661,60,0
Services_NonPriority,1.75,4.55,672,36,0
Services_NonPriority,1.11,9.5,758,36,0
Personal_NonPriority,2.93,11.16,737,60,0
Industry_NonPriority,1.26,15.33,694,60,0
Personal_Priority,0.73,6.7,624,240,0
Services_NonPriority,1.02,6.94,769,36,0
Agriculture,1.32,5.69,850,60,0
Personal_NonPriority,2.95,11.38,605,36,0
Agriculture,1.59,10.44,784,60,0
Personal_Priority,1.46,5.37,671,24,0
Personal_NonPriority,0.77,5.29,679,36,0
Industry_NonPriority,2.61,10.86,716,24,0
Personal_Priority,1.1,9.15,627,36,0
Industry_NonPriority,1.53,10.28,697,60,0
Personal_NonPriority,3.96,5.35,603,24,0
Personal_Priority,2.21,2.37,728,60,0
Personal_NonPriority,0.61,5.38,834,36,0
Agriculture,0.56,10.06,661,12,0
Services_NonPriority,1.57,14.33,689,36,0
Personal_NonPriority,0.79,6.71,692,120,0
Industry_Priority,2.4,14.83,759,240,0
Industry_NonPriority,1.67,10.49,724,36,0
Industry_Priority,1.8,3.82,755,12,0
Services_NonPriority,1.07,8.64,669,24,0
Industry_NonPriority,4.63,10.59,726,120,0
Services_NonPriority,8.96,0.72,497,60,0
Industry_Priority,1.38,9.93,740,36,0
Industry_Priority,2.01,11.52,626,36,0
Agriculture,1.73,9.2,680,120,0
Personal_Priority,1.39,7.81,744,36,0
Industry_NonPriority,0.99,7.48,607,120,0
Personal_NonPriority,0.85,7.31,765,36,0
Services_NonPriority,0.82,4.47,692,60,0
Industry_NonPriority,2.08,5.94,787,36,0
Personal_NonPriority,1.19,6.75,645,60,0
Services_NonPriority,0.35,8.34,591,60,0
Personal_NonPriority,2.13,6.33,698,36,0
Industry_NonPriority,1.59,5.39,735,36,0
Services_Priority,3.65,10.28,740,36,0
Agriculture,2.04,9.11,631,240,1
Services_NonPriority,0.67,6.38,602,240,0
Agriculture,0.43,9.52,681,60,0
Services_Priority,1.06,6.64,730,12,0
Industry_NonPriority,1.12,8.19,727,24,0
Industry_NonPriority,2.87,10.93,794,120,0
Services_NonPriority,1.62,6.19,677,240,0
Industry_Priority,3.21,4.48,589,24,0
Personal_Priority,0.74,7.56,771,60,0
Services_NonPriority,2.9,3.91,711,60,0
Personal_NonPriority,2.51,7.17,716,36,0
Services_NonPriority,0.48,7.16,746,36,0
Personal_NonPriority,3.6,0.61,775,60,0
Services_NonPriority,1.72,9.59,698,24,0
Industry_NonPriority,2.06,7.45,770,24,0
Industry_Priority,0.97,11.55,733,12,0
Services_NonPriority,3.5,8.65,660,240,0
Services_NonPriority,0.8,10.21,686,60,0
Services_NonPriority,2.68,11.57,737,60,0
Industry_NonPriority,2.66,7.6,657,60,0
Industry_NonPriority,0.91,8.0,753,240,0
Personal_Priority,5.35,3.28,709,24,0
Industry_NonPriority,1.87,11.72,722,24,0
Industry_Priority,2.41,7.56,786,36,0
Personal_NonPriority,0.65,4.98,721,240,0
Industry_Priority,5.8,10.22,704,36,0
Agriculture,0.78,1.46,695,120,0
Industry_NonPriority,3.01,6.71,691,24,0
Services_NonPriority,0.9,10.72,718,36,0
Industry_NonPriority,1.12,6.69,781,24,0
Services_Priority,2.61,5.85,663,36,0
Industry_NonPriority,3.02,6.75,658,36,0
Personal_Priority,0.76,1.97,777,60,0
Personal_NonPriority,3.13,10.15,666,120,0
Personal_NonPriority,3.05,7.63,712,240,0
Industry_NonPriority,0.93,7.18,664,36,0
Personal_Priority,4.25,7.19,599,60,0
Services_NonPriority,0.68,8.04,711,120,0
Agriculture,1.12,9.96,766,24,0
Industry_NonPriority,2.17,7.84,696,60,0
Personal_Priority,0.98,3.92,611,60,0
Personal_NonPriority,1.91,9.73,706,36,0
Agriculture,1.88,9.5,654,12,0
Industry_NonPriority,1.45,8.62,542,36,0
Services_NonPriority,2.68,11.23,695,60,0
Industry_NonPriority,1.42,8.09,731,24,0
Agriculture,1.87,11.33,770,36,0
Personal_NonPriority,3.24,12.22,805,60,0
Industry_NonPriority,2.62,9.75,739,36,0
Services_NonPriority,2.61,5.76,756,12,0
Services_Priority,0.82,7.61,622,36,0
Industry_NonPriority,2.23,11.72,797,240,0
Industry_NonPriority,0.96,3.51,776,36,0
Agriculture,0.75,6.82,677,36,0
Agriculture,1.56,6.97,740,24,0
Personal_NonPriority,0.95,5.4,734,36,0
Services_Priority,2.62,10.62,788,60,0
Industry_Priority,2.65,9.13,690,240,0
Industry_NonPriority,0.52,5.87,655,60,0
Services_NonPriority,0.99,9.82,670,36,0
Agriculture,0.68,7.52,753,36,1
Industry_NonPriority,1.23,5.33,584,12,0
Agriculture,2.14,5.86,520,12,0
Agriculture,1.41,9.31,753,120,1
Agriculture,1.14,10.82,716,36,0
Personal_NonPriority,3.55,6.54,701,12,0
Agriculture,0.41,9.63,621,36,0
Agriculture,3.42,12.75,597,36,0
Industry_NonPriority,1.17,4.22,661,120,0
Personal_NonPriority,1.55,9.07,721,36,0
Services_Priority,1.19,10.49,664,120,0
Industry_NonPriority,4.11,7.71,754,60,0
Agriculture,0.78,11.71,642,12,0
Industry_NonPriority,1.64,14.6,668,240,0
Industry_NonPriority,2.23,9.03,742,24,0
Industry_NonPriority,0.62,7.3,677,36,0
Personal_Priority,0.94,10.93,680,120,0
Services_Priority,1.49,10.53,661,24,0
Agriculture,0.96,0.44,650,36,0
Personal_Priority,1.0,7.99,721,120,0
Agriculture,1.32,6.82,729,60,0
Services_NonPriority,2.4,9.19,713,36,0
Personal_NonPriority,1.33,7.42,663,60,0
Personal_NonPriority,3.11,7.74,687,120,0
Personal_NonPriority,0.89,5.41,795,36,0
Services_NonPriority,0.77,10.2,614,60,0
Services_NonPriority,5.17,12.97,813,240,0
Services_Priority,1.1,5.46,705,240,0
Services_NonPriority,0.74,3.81,689,60,0
Industry_NonPriority,0.57,8.06,757,12,0
Industry_NonPriority,3.1,7.91,575,60,0
Services_NonPriority,1.33,11.51,782,36,0
Services_Priority,1.4,4.31,811,60,0
Services_Priority,1.48,6.39,765,36,0
Personal_NonPriority,2.99,1.56,573,60,0
Agriculture,1.46,12.12,745,36,0
Industry_NonPriority,6.64,8.75,798,240,0
Personal_NonPriority,1.76,6.61,792,24,0
Services_NonPriority,3.08,4.03,615,12,0
Industry_NonPriority,2.64,4.31,760,120,0
Services_Priority,1.59,9.24,807,36,0
Personal_Priority,1.14,4.68,701,36,0
Personal_NonPriority,1.99,8.31,612,240,0
Industry_NonPriority,2.21,14.13,749,60,0
Industry_NonPriority,1.15,6.96,763,60,0
Agriculture,1.8,5.12,691,12,0
Agriculture,3.42,9.15,628,60,1
Personal_NonPriority,5.64,4.32,758,36,0
Personal_Priority,2.72,13.16,653,36,0
Services_NonPriority,4.98,12.21,723,120,0
Agriculture,1.12,7.51,793,60,0
Services_NonPriority,2.48,5.31,600,240,0
Personal_NonPriority,3.63,6.72,754,120,0
Industry_NonPriority,0.95,7.11,687,60,0
Agriculture,1.22,9.15,689,60,1
Industry_NonPriority,4.62,11.12,730,36,0
Services_NonPriority,0.91,4.89,653,12,0
Industry_NonPriority,0.73,11.03,629,12,0
Personal_NonPriority,4.07,9.85,592,12,0
Services_NonPriority,3.34,6.48,773,240,0
Personal_NonPriority,2.11,4.74,677,36,0
Services_NonPriority,1.58,8.35,734,60,0
Agriculture,1.25,4.82,670,60,0
Services_Priority,1.93,11.07,630,60,0
Industry_Priority,4.2,4.63,739,60,0
Personal_NonPriority,1.88,9.64,719,36,0
Services_NonPriority,5.97,7.76,685,120,0
Services_NonPriority,0.95,6.32,718,240,0
Services_Priority,1.61,7.69,642,60,0
Industry_Priority,1.3,11.24,763,120,0
Services_NonPriority,0.85,4.42,777,12,0
Industry_NonPriority,1.48,6.76,745,24,0
Services_Priority,2.09,5.74,677,60,0
Services_NonPriority,2.23,7.88,703,120,0
Agriculture,5.99,5.95,794,36,0
Personal_Priority,2.15,2.7,776,60,0
Industry_NonPriority,3.25,4.83,819,12,0
Agriculture,1.69,12.91,653,240,0
Personal_NonPriority,4.45,8.74,647,120,0
Industry_Priority,6.86,8.64,708,36,0
Agriculture,2.24,7.15,724,240,0
Industry_Priority,0.9,7.85,691,12,0
Services_NonPriority,1.17,6.71,676,36,0
Industry_NonPriority,1.93,9.58,776,12,0
Industry_NonPriority,2.14,8.3,694,36,0
Agriculture,2.47,4.49,627,24,0
Agriculture,2.15,8.76,634,36,0
Industry_NonPriority,1.63,0.62,714,240,0
Personal_NonPriority,1.11,9.24,850,36,0
Personal_NonPriority,2.07,3.77,641,36,1
Agriculture,4.95,7.71,681,60,0
Industry_NonPriority,3.0,4.42,844,60,0
Personal_NonPriority,2.24,8.01,670,240,0
Personal_Priority,3.02,9.73,727,60,0
Personal_NonPriority,1.3,12.51,812,120,0
Agriculture,1.2,3.38,642,36,0
Personal_NonPriority,1.04,10.93,681,24,0
Services_NonPriority,1.51,8.39,670,36,0
Personal_NonPriority,1.26,6.65,608,36,0
Services_NonPriority,3.36,10.28,794,36,0
Personal_Priority,1.22,7.29,664,60,0
Personal_NonPriority,1.01,10.15,647,36,0
Services_Priority,5.22,5.02,673,240,0
Personal_Priority,1.24,6.1,755,240,0
Services_NonPriority,1.78,10.83,706,60,0
Services_NonPriority,2.13,12.46,652,60,0
Personal_NonPriority,0.82,7.89,724,36,0
Industry_Priority,3.42,-0.36,748,36,0
Services_NonPriority,2.39,7.4,698,240,0
Services_NonPriority,4.15,8.1,685,12,0
Agriculture,1.08,7.3,760,36,0
Personal_Priority,1.73,9.01,689,24,0
Services_Priority,1.67,6.57,796,60,0
Services_Priority,1.91,10.52,654,24,0
Personal_NonPriority,0.68,4.5,653,120,0
Services_NonPriority,1.74,11.71,645,36,0
Services_NonPriority,0.69,12.65,685,240,0
Personal_NonPriority,2.02,5.26,700,240,0
Personal_Priority,0.45,5.26,620,120,0
Personal_NonPriority,0.54,9.23,705,60,0
Industry_NonPriority,2.66,4.44,733,24,0
Personal_NonPriority,1.17,6.52,612,240,0
Industry_Priority,0.9,11.31,668,120,0
Personal_NonPriority,3.49,10.21,734,36,0
Industry_Priority,1.98,13.94,634,36,0
Personal_Priority,2.75,8.51,681,12,0
Services_NonPriority,1.47,6.17,765,60,0
Personal_Priority,8.12,8.15,807,24,0
Services_NonPriority,1.13,7.55,726,60,0
Industry_NonPriority,4.64,7.59,689,60,0
Services_NonPriority,1.57,7.93,669,36,0
Services_Priority,0.6,5.2,754,240,0
Agriculture,2.17,8.85,768,120,0
Services_Priority,1.97,3.77,630,36,0
Industry_NonPriority,0.87,5.85,754,240,0
Industry_Priority,0.94,7.64,663,120,0
Personal_Priority,1.6,1.22,648,60,0
Personal_Priority,2.01,10.31,690,24,0
Agriculture,0.37,1.84,759,36,0
Industry_NonPriority,3.06,10.01,718,120,0
Personal_NonPriority,1.21,4.12,716,60,0
Industry_Priority,0.73,6.79,721,60,0
Industry_NonPriority,2.86,9.56,728,240,0
Services_NonPriority,1.6,14.59,693,12,0
Industry_NonPriority,3.38,8.35,737,12,0
Services_NonPriority,2.12,2.05,660,120,0
Industry_NonPriority,1.63,10.86,739,12,0
Industry_NonPriority,1.49,7.3,751,36,0
Agriculture,2.17,8.21,741,240,0
Services_NonPriority,1.27,9.67,745,60,0
Services_NonPriority,0.98,1.32,727,60,0
Agriculture,2.35,8.02,770,60,1
Personal_Priority,1.49,6.77,563,36,0
Personal_NonPriority,1.66,11.67,751,60,0
Industry_NonPriority,3.13,10.18,818,60,0
Industry_NonPriority,1.52,3.12,662,36,0
Personal_NonPriority,1.64,11.79,655,120,0
Services_NonPriority,1.14,9.35,777,36,0
Industry_NonPriority,2.11,3.36,644,12,1
Services_NonPriority,2.01,8.17,659,24,0
Personal_NonPriority,2.79,11.1,710,36,0
Industry_NonPriority,1.15,4.36,652,240,1
Industry_NonPriority,1.24,12.13,752,36,0
Personal_Priority,2.62,3.46,652,12,0
Personal_NonPriority,1.89,5.63,721,24,0
Services_NonPriority,0.94,5.17,717,60,0
Agriculture,3.56,12.13,799,24,1
Personal_NonPriority,0.59,6.53,769,12,0
Industry_NonPriority,2.61,4.51,668,60,0
Agriculture,0.76,9.34,624,120,0
Industry_NonPriority,5.05,9.98,750,120,0
Industry_NonPriority,0.64,10.0,660,120,0
Personal_NonPriority,3.25,7.19,679,36,0
Industry_Priority,1.55,8.76,636,60,0
Personal_NonPriority,1.31,6.05,740,60,0
Industry_NonPriority,1.82,13.02,661,12,0
Agriculture,2.38,11.43,697,36,0
Personal_NonPriority,0.95,11.25,698,12,0
Industry_NonPriority,1.0,10.38,711,12,0
Services_Priority,2.4,9.56,739,12,0
Industry_NonPriority,0.58,4.27,685,240,0
Personal_NonPriority,1.15,9.9,655,120,0
Services_Priority,10.09,8.34,588,36,1
Industry_Priority,0.91,11.79,706,24,0
Agriculture,3.24,10.42,690,12,0
Services_Priority,1.15,9.65,657,36,0
Services_NonPriority,2.21,2.95,703,60,1
Industry_NonPriority,2.41,7.73,751,120,0
Services_Priority,3.2,6.33,766,12,0
Industry_Priority,1.44,8.76,607,36,0
Personal_Priority,5.37,6.75,678,240,0
Personal_NonPriority,1.14,7.17,757,24,0
Personal_Priority,1.87,9.38,795,36,0
Personal_NonPriority,1.89,6.7,650,36,0
Industry_NonPriority,0.83,8.36,782,24,0
Industry_Priority,1.37,3.44,618,120,0
Personal_NonPriority,1.79,5.5,768,60,0
Industry_NonPriority,1.26,9.97,683,36,0
Services_NonPriority,7.04,4.31,793,36,0
Personal_NonPriority,0.98,11.74,672,120,0
Agriculture,3.3,10.92,681,12,0
Agriculture,2.72,7.2,691,24,0
Services_NonPriority,1.61,17.0,607,240,0
Services_Priority,0.97,11.73,594,120,1
Industry_Priority,1.03,5.15,730,120,0
Agriculture,1.19,10.24,759,60,0
Agriculture,0.56,8.2,736,36,0
Services_NonPriority,0.89,5.67,624,240,0
Agriculture,0.67,4.79,728,36,0
Industry_NonPriority,3.65,10.98,640,36,0
Services_NonPriority,2.36,6.21,724,36,0
Industry_NonPriority,2.61,7.69,767,12,0
Agriculture,2.32,5.24,722,36,1
Services_NonPriority,1.8,5.76,788,24,0
Agriculture,3.91,7.62,691,24,0
Services_NonPriority,1.13,9.16,687,12,0
